	plan_id	state	metal_level	rate	rate_area
2945	78281UM9605985	SC	Silver	477.6	12
4270	38097ZQ4066033	SC	Silver	477.6	46
13220	85575GP5502203	SC	Silver	481.37	33
16338	12334KL4447939	SC	Silver	481.37	1
17793	75347IT8431352	SC	Silver	481.37	41
20835	08819YZ5098356	SC	Silver	481.37	24
1656	20991RM6081123	SC	Silver	484.92	8
6651	01605II2948660	SC	Silver	484.92	22
7448	77967QO7515868	SC	Silver	484.92	10
12499	94856DE5515349	SC	Silver	484.92	18
19094	58437NV8645163	SC	Silver	484.92	15
5349	75208YB7161252	SC	Silver	486.6	29
17320	68844WT5063821	SC	Silver	486.6	46
18995	76718LJ3840940	SC	Silver	486.6	12
271	91168CL4980135	SC	Silver	494.25	34
4743	37750CX6797836	SC	Silver	494.25	35
5098	86999VK6894912	SC	Silver	494.25	26
5413	17670OB5868709	SC	Silver	494.25	36
5856	56578XI1481161	SC	Silver	494.25	21
6864	61366ZR3285115	SC	Silver	494.25	40
10349	21513KS5651428	SC	Silver	494.25	14
10559	16344XQ8954585	SC	Silver	494.25	28
11760	29567ZE3770164	SC	Silver	494.25	41
12705	96723KP3511221	SC	Silver	494.25	9
13471	61017XV5291816	SC	Silver	494.25	45
13838	08364BS3133746	SC	Silver	494.25	31
14416	28344TE9071024	SC	Silver	494.25	38
16793	69784EU3795830	SC	Silver	494.25	13
17532	08645HP5450532	SC	Silver	494.25	43
18464	56125MW0330631	SC	Silver	494.25	17
20231	65778WC5383785	SC	Silver	494.25	32
20461	53469OP9393348	SC	Silver	494.25	20
20998	13454GG5898992	SC	Silver	494.25	16
21779	51783TK3680128	SC	Silver	494.25	5
1315	00921YN1663060	SC	Silver	503.56	31
2923	20918MO4504656	SC	Silver	503.56	41
4175	23187QB7979850	SC	Silver	503.56	38
5438	95698PG6607188	SC	Silver	503.56	32
6360	74386QW6235153	SC	Silver	503.56	34
6573	04789DQ1699117	SC	Silver	503.56	45
7229	00336JR9100493	SC	Silver	503.56	5
10002	16900UL7505282	SC	Silver	503.56	14
10178	42537OE0976420	SC	Silver	503.56	16
11276	43837FS6353394	SC	Silver	503.56	17
11480	72151SK0919883	SC	Silver	503.56	13
12270	97494QW6452608	SC	Silver	503.56	20
17204	62421RO0428887	SC	Silver	503.56	26
17419	42748VD1666571	SC	Silver	503.56	35
18196	81820FT6969488	SC	Silver	503.56	43
18545	99141UM5647432	SC	Silver	503.56	36
19381	19961VS9579009	SC	Silver	503.56	21
19751	19581FT0283260	SC	Silver	503.56	9
21414	08410FO5373151	SC	Silver	503.56	28
21638	00807UE5135636	SC	Silver	503.56	40
3736	25145SG4410778	SD	Silver	247.67	2
15607	46285MV8350491	SD	Silver	250.14	2
2751	91272RC0880358	SD	Silver	251.33	2
10627	45780QA4089664	SD	Silver	251.33	3
11345	34195QY0118012	SD	Silver	251.33	1
13241	44411VK9753154	SD	Silver	251.33	4
5447	92865DR0945957	SD	Silver	253.27	3
11294	34965YF1876628	SD	Silver	255.79	3
6063	44498YH8399252	SD	Silver	261.57	2
4139	67748KU5351899	SD	Silver	263.87	3
10443	57925MP5585570	SD	Silver	263.87	1
11595	85190KM2518856	SD	Silver	263.87	2
16733	24372AC9120026	SD	Silver	263.87	4
6914	12462VG6573876	SD	Silver	264.32	2
12607	45810ZK9323032	SD	Silver	266.4	2
7205	79858DI0119770	SD	Silver	267.47	3
15622	18643XT2160757	SD	Silver	269.16	2
14247	72953WV9680268	SD	Silver	270.13	1
16861	90697DO8070364	SD	Silver	270.13	3
17752	77649TP9775782	SD	Silver	270.13	4
18307	63294WT7414361	SD	Silver	270.13	2
7748	97597YT3882166	SD	Silver	270.29	3
19314	37829UL0680278	SD	Silver	272.42	3
4388	91890GF0000769	SD	Silver	274.56	3
15236	44470WC3410498	SD	Silver	274.56	2
21116	35115WF9032072	SD	Silver	274.56	4
21637	23467UW5783309	SD	Silver	274.56	1
6627	19318PF5928784	SD	Silver	275.09	2
10783	36781YU3600160	SD	Silver	275.24	3
6109	35337AG7219743	SD	Silver	276.04	1
6248	40927CE9261338	SD	Silver	276.04	2
7787	24395KY5916813	SD	Silver	276.04	4
10041	19191YM5125687	SD	Silver	276.04	3
8925	48302PR4502084	SD	Silver	276.76	2
9641	06014DP5039430	SD	Silver	276.76	1
16713	75422VV6069657	SD	Silver	276.76	3
19587	78347SB0772926	SD	Silver	276.76	4
20788	16558KF3455367	SD	Silver	279.4	2
5304	80002GN4704931	SD	Silver	279.93	2
6390	31040KP3073423	SD	Silver	281.18	1
14661	99530OO1417673	SD	Silver	281.18	3
20188	64647FJ8238282	SD	Silver	281.18	2
20563	78221BD0247464	SD	Silver	281.18	4
6965	34566XV7568451	SD	Silver	281.3	3
7132	61960DT8604325	SD	Silver	283.3	3
14963	68234XK2089769	SD	Silver	283.3	2
16310	58521KR3991593	SD	Silver	283.3	4
21822	53774WB4213042	SD	Silver	283.3	1
3815	66294UI7884537	SD	Silver	285.71	3
1498	74231KM3011511	SD	Silver	286.25	3
5734	80934EQ8819628	SD	Silver	286.64	4
7675	83621DX3281943	SD	Silver	287.09	2
11738	88907HJ3610863	SD	Silver	287.09	1
13228	43247OV0602889	SD	Silver	287.09	3
13421	82651KV8306430	SD	Silver	287.09	4
10955	63972DG6429583	SD	Silver	299.74	4
20086	81563RE3678192	SD	Silver	301.55	1
9622	07160FW1547785	SD	Silver	302.89	4
18567	26023BX6190499	SD	Silver	305.28	4
4510	08102LX4856258	SD	Silver	306.46	4
8840	20770YQ3609507	SD	Silver	306.46	2
19614	45798AB3116047	SD	Silver	306.46	3
22025	80340PU7606512	SD	Silver	306.46	1
18691	30001BT5249331	SD	Silver	308.44	4
16686	63673VN8050044	SD	Silver	311.18	1
20130	24039DK7507421	SD	Silver	311.18	2
21440	90562DN5128410	SD	Silver	311.18	3
22168	31084WN2718903	SD	Silver	311.18	4
14252	94703UG2670523	SD	Silver	315.23	4
4078	18031XB4036257	SD	Silver	315.32	1
12940	51420LM7579073	SD	Silver	318.64	1
11478	31434QU8664050	SD	Silver	320.17	4
11324	46228BW6119200	SD	Silver	320.77	4
1190	19639LG8442769	SD	Silver	321.15	1
21420	60806LO3509164	SD	Silver	324.48	1
16010	72072IM1415242	SD	Silver	331.62	1
6195	76224BB3518688	SD	Silver	336.82	1
20470	88577CB9373782	SD	Silver	337.45	1
2274	72301QX7866946	TN	Silver	204.38	2
13748	05317EY8436160	TN	Silver	208.45	6
881	76062YL4651673	TN	Silver	210.66	3
3027	73824DR6305632	TN	Silver	212.76	2
12881	22959QL6798798	TN	Silver	213.35	2
3995	47688YA9950638	TN	Silver	213.95	2
8377	51636TN9415947	TN	Silver	214.59	4
17318	81559EA2362318	TN	Silver	216.99	6
7098	48943FO0609431	TN	Silver	217.59	6
20858	66590SX7836301	TN	Silver	218.2	6
8767	39608QX8222555	TN	Silver	219.29	3
20173	39713VT2106867	TN	Silver	219.9	3
21276	76223EF5822399	TN	Silver	220.51	3
16637	30012RN2065046	TN	Silver	220.86	2
2425	68556KC3600027	TN	Silver	223.39	4
8645	96453SS9616883	TN	Silver	224.01	4
8894	58385HU4947038	TN	Silver	224.63	4
5148	14357YD2107953	TN	Silver	225.25	6
15916	19956UG3679878	TN	Silver	225.52	7
21240	90012ME9222191	TN	Silver	226.62	1
14109	23152KC9752677	TN	Silver	227.09	2
10482	15339BU8072238	TN	Silver	227.64	3
4266	96425YP2904023	TN	Silver	230.93	2
16075	56206XW4845672	TN	Silver	231.34	2
16855	59960BW8906385	TN	Silver	231.61	6
15403	47758UB1055514	TN	Silver	231.89	4
4095	51491YH4616306	TN	Silver	234.06	3
712	46699DB5817346	TN	Silver	234.77	7
18182	03348GV3434926	TN	Silver	235.28	2
4342	96064OP3601980	TN	Silver	235.41	7
20796	63823BB6576314	TN	Silver	235.52	6
13048	46846BD9284365	TN	Silver	235.91	1
7143	72206MW6715630	TN	Silver	235.94	6
7628	35355TE6230337	TN	Silver	236.07	7
6565	35262BM3363472	TN	Silver	236.4	2
14791	75808PK6315703	TN	Silver	236.56	1
3393	15283RS9461284	TN	Silver	236.74	6
4936	57253SI7873945	TN	Silver	237.06	2
8499	82326NH5927743	TN	Silver	237.22	1
19453	28984VL5841427	TN	Silver	237.72	2
2278	30440QN2065988	TN	Silver	238.01	3
15859	97984GR4198357	TN	Silver	238.44	3
17687	37480EO7422413	TN	Silver	239.87	2
263	95087OR6369283	TN	Silver	241.1	6
22162	21922YU8039771	TN	Silver	241.77	6
14264	18751RY9225571	TN	Silver	242.45	6
12096	16834NZ1909752	TN	Silver	242.46	4
1095	48396VR1407640	TN	Silver	242.89	4
3290	02688QC4731200	TN	Silver	243.66	3
1795	39129IG8856161	TN	Silver	243.7	7
1946	54991LT0670193	TN	Silver	244.32	2
17642	27578QM1345078	TN	Silver	244.33	3
17691	56008UM4032802	TN	Silver	244.64	6
7007	24764HM7533655	TN	Silver	244.89	1
790	63839EO5069248	TN	Silver	245.01	3
17880	96351EI0360282	TN	Silver	245.4	2
9780	27588XQ2334080	TN	Silver	247.23	3
14181	85566XX0470248	TN	Silver	248.45	2
12692	32651TC2556607	TN	Silver	249.17	6
21192	44424FN0795316	TN	Silver	250.28	6
3597	97155CI8631862	TN	Silver	251.71	5
9838	65813UF3489327	TN	Silver	251.81	3
21771	66942WY0865087	TN	Silver	251.85	4
12858	17902PC2641310	TN	Silver	252.44	8
6258	99902WF7811293	TN	Silver	252.46	4
19897	40551JB9223348	TN	Silver	252.93	3
10028	14832QC2722160	TN	Silver	253.38	6
10770	39661NH0750344	TN	Silver	254.81	7
2708	94324NL6081948	TN	Silver	255.26	7
11891	21849BR9625829	TN	Silver	256.05	1
7311	81527CQ4441459	TN	Silver	256.07	3
3250	03795QR5960182	TN	Silver	256.5	1
6937	48401CT4976087	TN	Silver	256.52	4
15884	98589MY4584753	TN	Silver	256.59	2
9495	70151OM3068895	TN	Silver	257.04	2
17794	09937RR4392524	TN	Silver	260.85	4
18042	03936JM6529353	TN	Silver	261.57	2
5184	64716RU2983922	TN	Silver	261.69	6
22143	79490XI4732880	TN	Silver	262.03	5
17879	32231UL4881006	TN	Silver	262.15	6
2170	29653SI7087945	TN	Silver	262.76	5
10678	77514PE4626615	TN	Silver	262.78	7
6129	62157XC1151173	TN	Silver	262.79	8
526	89740KR3394622	TN	Silver	262.81	4
5595	76253XN7129959	TN	Silver	263.49	5
16066	25886XX5900900	TN	Silver	263.51	8
12648	32105PR5527478	TN	Silver	263.54	4
20851	06378MR8886626	TN	Silver	264.05	1
11148	54104XE0000236	TN	Silver	264.25	8
2682	96027IP8646946	TN	Silver	264.27	4
18988	39780GN1439900	TN	Silver	264.46	3
4395	12235CE4014834	TN	Silver	264.61	2
17061	35167PH4376383	TN	Silver	264.68	7
17447	60244CI1278128	TN	Silver	264.93	3
1063	80623WC1745075	TN	Silver	265.96	1
16334	54521WW5947086	TN	Silver	266.52	2
11581	56389IC5221471	TN	Silver	266.77	6
19116	87146GV1329120	TN	Silver	269.58	7
1168	45653DW5442314	TN	Silver	269.6	3
14953	97553VN5226937	TN	Silver	269.87	6
13691	73784XH6138532	TN	Silver	270.89	1
20885	73873JM7614338	TN	Silver	271.46	2
9060	59849EC7845401	TN	Silver	271.82	6
3837	42786EH9953215	TN	Silver	272.01	5
5471	01767TL2343951	TN	Silver	272.73	3
19758	53536VG8470260	TN	Silver	272.79	8
12996	74775CC1815364	TN	Silver	272.81	4
3523	82945OX7843203	TN	Silver	274.14	7
15234	07614JB7489786	TN	Silver	274.63	4
9795	50422VQ2927262	TN	Silver	274.7	3
3350	70012NY5883861	TN	Silver	275.47	1
308	62032UH2575052	TN	Silver	276.05	2
21038	08187RF5060179	TN	Silver	276.86	6
18917	78063TF1736546	TN	Silver	279.79	3
9086	58377RW8686612	TN	Silver	281.54	6
12490	13787II7711348	TN	Silver	284.26	4
9894	20974KT2272700	TN	Silver	284.4	5
1973	39378CZ6617827	TN	Silver	284.52	3
11956	09919XZ2625514	TN	Silver	284.91	5
11659	79235CY7331710	TN	Silver	285.22	8
4104	83179HZ5789240	TN	Silver	285.25	4
13783	58739IR0691406	TN	Silver	285.73	8
5377	58719IL5567568	TN	Silver	285.75	4
20842	75229CU6756097	TN	Silver	288.62	7
10388	71947GX8755422	TN	Silver	290.02	1
2480	54512NT1586860	TN	Silver	290.1	6
18507	89304HS6885831	TN	Silver	290.63	2
20071	94843FU6741541	TN	Silver	291.7	6
15875	10151WO1562714	TN	Silver	293.3	5
16750	81710QT0734125	TN	Silver	293.62	4
21941	09697PO2418780	TN	Silver	294.14	8
4886	25750XJ4160753	TN	Silver	294.17	4
18207	13547TQ4715688	TN	Silver	295.24	4
19841	33226KQ8694868	TN	Silver	295.42	5
12443	46067IT8024471	TN	Silver	295.55	6
12922	32893ZQ2190056	TN	Silver	296.27	8
16632	42140GR2385318	TN	Silver	296.29	4
12992	43213QW3409214	TN	Silver	296.41	6
4892	89446WX9448827	TN	Silver	299.14	4
4210	45551BW5281770	TN	Silver	299.55	3
3889	57268GW0633625	TN	Silver	300.89	5
6577	27390SR5635058	TN	Silver	301.74	7
14142	47167WG9593643	TN	Silver	301.76	8
3896	31735RT4754119	TN	Silver	301.78	4
19692	72937OH5768976	TN	Silver	303.21	1
7725	55189QY9607521	TN	Silver	303.85	2
18058	18365KH3031405	TN	Silver	303.9	3
21380	95928CW7446006	TN	Silver	305.57	3
4020	23439CH0450044	TN	Silver	305.98	5
1435	25318RU3887653	TN	Silver	306.84	7
14773	05418KY3284402	TN	Silver	306.86	8
446	56244WT8535580	TN	Silver	306.89	4
14755	10053ID3880012	TN	Silver	308.34	1
9632	71587TD1200778	TN	Silver	308.99	2
14453	01051CK7726813	TN	Silver	309.61	3
2158	83034WO9849347	TN	Silver	309.89	6
9774	51484ST0219593	TN	Silver	313.17	3
11115	10888IK5763550	TN	Silver	315.13	6
3484	74531XO4419221	TN	Silver	318.47	3
6759	69671UJ0866479	TN	Silver	322.14	5
5841	28138OF0208897	TN	Silver	323.07	8
16985	10873LL8391303	TN	Silver	323.1	4
7072	90263MC2750309	TN	Silver	327.11	7
13825	63110FQ8983854	TN	Silver	333.43	7
12036	20595TY9658259	TN	Silver	336.79	5
1697	54589DX5233438	TN	Silver	337.76	8
7742	15787BC9303939	TN	Silver	337.79	4
14186	59765HY3449022	TN	Silver	341.18	8
19640	82021WL1168639	TN	Silver	342.48	5
5080	46563DV5859826	TN	Silver	343.47	8
19653	36651NJ0993175	TN	Silver	343.5	4
10874	59243TL7532760	TN	Silver	345.86	2
7441	84893RW9775231	TN	Silver	347.77	8
11387	62066UZ7984072	TN	Silver	349.57	6
14527	29557WE4915889	TN	Silver	352.54	2
10907	32184QB0192756	TN	Silver	356.31	6
18753	65281MG0923610	TN	Silver	357.08	3
18946	68434OW5511533	TN	Silver	363.97	3
17343	56130CE5055071	TN	Silver	369.31	4
9478	18094LH7329961	TN	Silver	375.89	5
14348	25984MU5786235	TN	Silver	376.45	4
16221	33832EG2340720	TN	Silver	383.15	5
12879	31936HE6933730	TN	Silver	384.29	1
13254	71905IJ8402807	TN	Silver	391.72	1
20058	05363YH9687032	TX	Silver	191.28	15
3499	50641LG0093464	TX	Silver	196.64	15
15281	02284IM9045216	TX	Silver	198.55	15
13029	26913WL2530270	TX	Silver	198.74	15
1142	45450PD3305733	TX	Silver	199.28	15
868	66059HK5337842	TX	Silver	199.31	15
14654	23699JJ2126687	TX	Silver	199.36	5
10925	38393KB1620815	TX	Silver	202.1	15
16127	96393DD2369627	TX	Silver	204.94	5
17168	00637ZO6812023	TX	Silver	206.73	15
16111	92144SF8692633	TX	Silver	206.94	5
9325	61796OE2976115	TX	Silver	207.13	5
8278	12051CS3704091	TX	Silver	207.49	15
9140	21760FI7461046	TX	Silver	207.73	5
4045	89418FY4832779	TX	Silver	211.32	5
16028	39260FZ9915991	TX	Silver	212.88	15
13006	69431TU2022521	TX	Silver	214.42	15
14399	75533NT3028488	TX	Silver	215.79	15
1338	79826SK5909488	TX	Silver	216.71	9
18627	94274PM2365209	TX	Silver	217.74	19
8560	59507FC3415294	TX	Silver	217.76	15
9383	80691LQ6580220	TX	Silver	218.29	5
11490	05260IA6920729	TX	Silver	218.74	15
11905	79387KL8308102	TX	Silver	218.75	5
8326	96791DG8241317	TX	Silver	219.33	15
14868	09690HH7888831	TX	Silver	219.84	17
6477	41519WP2234150	TX	Silver	219.91	15
11650	80827EE3138547	TX	Silver	220.03	5
6661	14513SP4320454	TX	Silver	221.23	15
19820	49486SN3555046	TX	Silver	221.34	24
10017	82562UW4523122	TX	Silver	222.09	12
21563	63473JO2540338	TX	Silver	222.92	3
16624	84710WJ5146973	TX	Silver	223.76	5
14917	71792BB4928589	TX	Silver	224.96	15
2746	35111OF2044202	TX	Silver	225.64	9
7620	54539UO4311890	TX	Silver	226.31	15
18668	37542IZ6007843	TX	Silver	226.84	19
4712	45206SU1779337	TX	Silver	227.54	9
8466	76572YV1823070	TX	Silver	228.58	15
14256	94261VN4987254	TX	Silver	228.7	7
12189	82025OD5024246	TX	Silver	228.9	17
37	07759CC2199769	TX	Silver	230.27	22
3062	26141SH4536409	TX	Silver	230.41	5
12700	79041EV7073439	TX	Silver	230.41	15
3138	36959NT1249325	TX	Silver	231.24	12
4711	83297HE1911900	TX	Silver	232.04	19
21993	14933DW9111024	TX	Silver	232.07	15
17816	23148BP4360032	TX	Silver	232.08	5
17944	88677JT9362411	TX	Silver	232.3	26
11909	76207UE3852323	TX	Silver	232.75	9
8123	55721PW1458753	TX	Silver	232.98	19
2863	05378JT2408553	TX	Silver	233.09	16
10374	41891UX3072940	TX	Silver	234.5	3
12696	08907AC9645300	TX	Silver	234.5	26
8515	97848AI7216726	TX	Silver	235.7	5
536	37603BN6552122	TX	Silver	236.27	21
15434	06780AC3094370	TX	Silver	236.32	24
4637	96337PA6173353	TX	Silver	236.76	5
14420	40062CG2360297	TX	Silver	237.4	5
14936	56210EL2094646	TX	Silver	237.81	24
8673	07338RQ4943693	TX	Silver	238.02	15
18487	06992TH2201270	TX	Silver	238.03	5
9436	83040FG1978765	TX	Silver	238.19	19
6674	48278KI6321750	TX	Silver	238.87	13
17195	79090SC5339951	TX	Silver	238.94	19
1227	69591LU3656553	TX	Silver	239.01	7
9004	28881CC6229519	TX	Silver	239.45	15
8516	03166YE2882412	TX	Silver	239.46	5
8296	03400JP5967494	TX	Silver	239.49	1
13229	24668MQ2113991	TX	Silver	239.67	9
795	83968KE9152479	TX	Silver	239.76	22
10243	56967JX7217311	TX	Silver	240.53	7
8853	85533EL6431649	TX	Silver	240.67	19
6316	31650LV7926947	TX	Silver	240.94	2
1671	31739VS9127553	TX	Silver	241.4	9
591	09298FG9221031	TX	Silver	241.72	10
10073	72675MV1311063	TX	Silver	241.72	4
17616	13793WU3866948	TX	Silver	241.74	24
8843	55400BN3588406	TX	Silver	241.76	26
17714	38828DQ8307577	TX	Silver	242.7	16
7571	35319YA4462188	TX	Silver	243.49	5
12310	87107DV4342614	TX	Silver	243.68	2
3718	80408BQ5060254	TX	Silver	243.72	10
4871	90120LX3301910	TX	Silver	244.01	26
9843	66816GR2664792	TX	Silver	244.01	10
12886	82465IT2640844	TX	Silver	244.01	3
19725	63985PI4078487	TX	Silver	244.01	24
20617	18533NW6421274	TX	Silver	244.01	11
20797	04728BL7620293	TX	Silver	244.01	6
22207	92711KH7952658	TX	Silver	244.01	18
608	16683BV9579155	TX	Silver	244.42	19
9617	83176WU8611746	TX	Silver	244.43	11
4700	11460YH2331403	TX	Silver	244.86	19
11871	40959WC7897303	TX	Silver	244.95	5
2331	93439DP9235544	TX	Silver	245.16	9
17862	54847QA9641436	TX	Silver	245.52	19
12743	22456EH7199105	TX	Silver	246.01	21
20766	38733OQ2788687	TX	Silver	246.18	19
6094	70058QW8285400	TX	Silver	246.25	6
15354	20581RZ9976100	TX	Silver	246.25	11
19303	83564LI6951992	TX	Silver	246.25	24
20811	78358KV9927931	TX	Silver	246.27	9
10249	38609EN0526653	TX	Silver	246.84	19
5254	31494DX2616675	TX	Silver	246.94	9
15519	05388VK2567806	TX	Silver	247.24	19
7904	73191VT1646106	TX	Silver	247.27	7
3788	33984WE4925575	TX	Silver	247.48	19
20232	12492GV6969878	TX	Silver	247.59	9
6407	25771FN8250178	TX	Silver	247.62	24
13130	58800DV5670504	TX	Silver	248.05	19
11161	47111TG8029768	TX	Silver	248.19	19
15490	75199KJ6972891	TX	Silver	248.32	19
5591	87525XI0292686	TX	Silver	248.71	13
1912	54614WR9686916	TX	Silver	248.86	7
1963	78993VT1870684	TX	Silver	248.92	24
10428	58062CA3914460	TX	Silver	249.08	9
1365	64303CP1823349	TX	Silver	249.18	26
13670	69959YN9777635	TX	Silver	249.18	6
14145	82654EF9907206	TX	Silver	249.18	3
14160	19947QA3847832	TX	Silver	249.18	24
14579	69299MQ2459046	TX	Silver	249.18	10
17954	98691WQ7441224	TX	Silver	249.18	11
18601	16244UA8168138	TX	Silver	249.18	18
7341	80702NZ5177490	TX	Silver	249.19	6
3464	21243JE3424268	TX	Silver	249.36	1
18850	14720YB7945858	TX	Silver	249.39	5
19394	70872UK7981157	TX	Silver	249.67	7
13319	51215FL6123469	TX	Silver	249.74	11
13905	23373GC4234940	TX	Silver	249.92	7
2634	50283TH9326969	TX	Silver	250.64	7
15769	55586HT8796580	TX	Silver	250.72	24
18434	34083DG3511682	TX	Silver	250.87	2
15702	23851GT7718743	TX	Silver	251.01	26
16472	47296GY7121134	TX	Silver	251.19	5
11796	92104HN6041165	TX	Silver	251.37	1
12737	19584JX9309706	TX	Silver	251.48	3
20519	02124KJ1442817	TX	Silver	251.72	26
11434	29842GQ4766442	TX	Silver	252.38	7
9171	75600SI2526313	TX	Silver	252.43	18
14118	43694LU8436838	TX	Silver	252.5	19
21583	41447GG6761850	TX	Silver	253.2	3
13728	39318NR8973519	TX	Silver	253.27	9
20786	04589DC4974799	TX	Silver	253.43	26
1727	71066EL0823018	TX	Silver	253.56	24
2552	94604OJ9340043	TX	Silver	253.56	3
11573	13318ZH5943834	TX	Silver	253.56	6
14462	93755ND8421136	TX	Silver	253.56	11
18030	55284FC8161982	TX	Silver	253.56	26
19795	33077DG1976995	TX	Silver	253.56	18
20107	76210TD5144977	TX	Silver	253.56	10
14211	75747CU4552121	TX	Silver	253.77	10
1269	86533NF4465413	TX	Silver	254.01	19
8864	24616SU7072206	TX	Silver	254.14	26
14042	81374UH6870222	TX	Silver	254.51	11
10195	73066WH1179553	TX	Silver	254.63	24
18369	34902EK8567746	TX	Silver	254.74	3
4675	76248MO4445758	TX	Silver	254.79	9
11945	97624HJ8323185	TX	Silver	255.25	9
18377	17529WE0824271	TX	Silver	255.46	11
11158	12494VN8318386	TX	Silver	255.77	14
11419	31121QU0282945	TX	Silver	255.78	24
8360	27288XG4662120	TX	Silver	256.29	9
15512	79714IE3989290	TX	Silver	256.47	24
275	67150WO6931708	TX	Silver	256.5	16
4904	05323PI5604533	TX	Silver	256.5	17
5065	87846KN7635483	TX	Silver	256.5	26
9928	88055GE0099426	TX	Silver	256.5	14
20162	84088LK7727376	TX	Silver	256.95	10
836	26829MN8072361	TX	Silver	257.15	24
1047	10833KY2597378	TX	Silver	257.51	26
11322	71091OK5818472	TX	Silver	257.63	5
18574	77602GM3959613	TX	Silver	258.28	19
16804	56472IB2287744	TX	Silver	258.44	9
19049	97449TN7000820	TX	Silver	258.52	3
6816	62008FA2964167	TX	Silver	258.61	19
8741	05863VH8692137	TX	Silver	258.7	24
2966	68299PG9165425	TX	Silver	259.01	3
2236	74400TR6287431	TX	Silver	259.05	15
20996	64613NG0032535	TX	Silver	259.18	5
16691	94110GR2906581	TX	Silver	259.25	26
3582	29528VV1071798	TX	Silver	259.41	9
2833	49606UT6063690	TX	Silver	259.46	6
3664	58931SD3357848	TX	Silver	260.48	19
5889	35191VN0900331	TX	Silver	260.59	10
14286	17917KO3929321	TX	Silver	260.59	4
13354	01218QT3481990	TX	Silver	260.89	10
12961	66867SW3680730	TX	Silver	261.04	3
13599	30476KN1213260	TX	Silver	261.28	9
19794	89649RZ6878472	TX	Silver	261.29	3
1836	80349BW7631261	TX	Silver	262.04	3
21183	86448PF0382220	TX	Silver	262.84	18
13779	44900WT3630865	TX	Silver	263.05	11
16529	85151UM7951339	TX	Silver	263.05	24
5038	93546GC0498765	TX	Silver	264.15	10
10826	02964JN4817739	TX	Silver	264.15	10
18833	75940EB0116812	TX	Silver	264.21	19
11603	29035QO3303992	TX	Silver	264.38	19
8855	71870VT3797179	TX	Silver	264.63	24
7915	98606HG5058715	TX	Silver	264.95	11
15938	36139XO9257933	TX	Silver	265.24	3
19279	05044HO9277013	TX	Silver	265.78	19
1256	20846VD3975578	TX	Silver	266.31	14
20007	11188QM0840957	TX	Silver	266.36	19
4093	76788FQ9282035	TX	Silver	266.41	7
21128	29673YK2569140	TX	Silver	266.7	3
17032	09144QJ6474865	TX	Silver	266.72	10
6092	58988ZS2752302	TX	Silver	266.73	15
884	85970EJ7242395	TX	Silver	266.79	23
20112	69500LU9922437	TX	Silver	266.95	26
17233	56677GB9981001	TX	Silver	266.97	10
20514	36716ET2242598	TX	Silver	267.16	19
7798	69466JX4736394	TX	Silver	267.74	10
21172	18225DC5443388	TX	Silver	267.98	9
10865	27212IM0358227	TX	Silver	268.35	12
1469	61927JI4445847	TX	Silver	268.63	3
18302	80213ZQ6552128	TX	Silver	268.75	19
1476	80186SV3785643	TX	Silver	268.77	19
12247	82800DT4242490	TX	Silver	268.88	26
21852	17610PE4162290	TX	Silver	269.05	19
5616	30803SV4030576	TX	Silver	269.08	11
13255	80453BO9975574	TX	Silver	269.29	25
6212	58049ZT2096808	TX	Silver	269.42	24
8565	36392FF0386662	TX	Silver	269.59	9
16494	49606SH3974282	TX	Silver	269.65	15
12911	70773VZ7079741	TX	Silver	270.17	3
6887	51750UK9978385	TX	Silver	270.3	11
19331	16558AC7145952	TX	Silver	270.5	5
5771	32954FF1656704	TX	Silver	270.98	7
11816	32174RC8151194	TX	Silver	271.03	11
10370	18217SN0201601	TX	Silver	271.07	9
2904	64725WX0456118	TX	Silver	271.37	24
16088	59483NF7613594	TX	Silver	271.75	11
1523	69891FC2105932	TX	Silver	272.24	8
10151	92801GK5662827	TX	Silver	272.82	3
18205	71803CM0359289	TX	Silver	273.07	26
16667	28840LY7168131	TX	Silver	273.28	8
19100	74409MK5202759	TX	Silver	273.38	11
1562	34754RL8343877	TX	Silver	273.77	11
1715	68567HV9413279	TX	Silver	273.77	26
2600	91460IC2567011	TX	Silver	273.77	24
8567	21799GX2877461	TX	Silver	273.77	10
9214	02102SG7995074	TX	Silver	273.77	6
13263	29521IJ8060521	TX	Silver	273.77	3
17408	56958VD0162647	TX	Silver	273.77	18
253	67206ZS8720903	TX	Silver	274.06	3
13606	80921ZD8229882	TX	Silver	274.31	26
3385	03819FP3778658	TX	Silver	274.79	3
5809	67834KY1820585	TX	Silver	274.79	3
761	29929UU5534728	TX	Silver	275.04	26
9895	41237BN5737411	TX	Silver	275.52	3
2141	94589WU2443380	TX	Silver	275.77	26
14565	64508IB8934368	TX	Silver	276.31	12
2452	45998JG2068159	TX	Silver	276.68	8
3014	14558PU5448421	TX	Silver	277.17	3
4236	42082XJ5801759	TX	Silver	277.43	26
13531	37937LC6979870	TX	Silver	277.78	23
20642	39988EK9757861	TX	Silver	277.98	11
13038	09391IO9479642	TX	Silver	278.33	24
3292	19738WM5911945	TX	Silver	278.36	15
6196	24450XK9056533	TX	Silver	278.52	5
13330	97182QT3518228	TX	Silver	279.33	12
11999	73206OW0686780	TX	Silver	279.62	19
17161	42227SS1564237	TX	Silver	279.64	11
19958	51523PQ8512333	TX	Silver	280.0	24
